mean_test_score,params,n_neighbors,algorithm,weights,p
0.89768778591576,"{'algorithm': 'kd_tree', 'n_neighbors': 9, 'p': 2, 'weights': 'distance'}",9,kd_tree,distance,2
0.9112979686648177,"{'algorithm': 'kd_tree', 'n_neighbors': 10, 'p': 1, 'weights': 'uniform'}",10,kd_tree,uniform,1
0.8996574936594847,"{'algorithm': 'kd_tree', 'n_neighbors': 10, 'p': 1, 'weights': 'distance'}",10,kd_tree,distance,1
0.9112979686648177,"{'algorithm': 'kd_tree', 'n_neighbors': 10, 'p': 2, 'weights': 'uniform'}",10,kd_tree,uniform,2
0.898391760885539,"{'algorithm': 'kd_tree', 'n_neighbors': 10, 'p': 2, 'weights': 'distance'}",10,kd_tree,distance,2
0.9105216999691862,"{'algorithm': 'kd_tree', 'n_neighbors': 11, 'p': 1, 'weights': 'uniform'}",11,kd_tree,uniform,1
0.9018962288748252,"{'algorithm': 'kd_tree', 'n_neighbors': 11, 'p': 1, 'weights': 'distance'}",11,kd_tree,distance,1
0.9105216999691862,"{'algorithm': 'kd_tree', 'n_neighbors': 11, 'p': 2, 'weights': 'uniform'}",11,kd_tree,uniform,2
0.8999431131337552,"{'algorithm': 'kd_tree', 'n_neighbors': 11, 'p': 2, 'weights': 'distance'}",11,kd_tree,distance,2
0.9070255279812273,"{'algorithm': 'kd_tree', 'n_neighbors': 12, 'p': 1, 'weights': 'uniform'}",12,kd_tree,uniform,1
0.8987366375121478,"{'algorithm': 'kd_tree', 'n_neighbors': 12, 'p': 1, 'weights': 'distance'}",12,kd_tree,distance,1
0.9070255279812273,"{'algorithm': 'kd_tree', 'n_neighbors': 12, 'p': 2, 'weights': 'uniform'}",12,kd_tree,uniform,2
0.8972741709924389,"{'algorithm': 'kd_tree', 'n_neighbors': 12, 'p': 2, 'weights': 'distance'}",12,kd_tree,distance,2
0.911408186968167,"{'algorithm': 'kd_tree', 'n_neighbors': 13, 'p': 1, 'weights': 'uniform'}",13,kd_tree,uniform,1
0.9019507454549764,"{'algorithm': 'kd_tree', 'n_neighbors': 13, 'p': 1, 'weights': 'distance'}",13,kd_tree,distance,1
0.911408186968167,"{'algorithm': 'kd_tree', 'n_neighbors': 13, 'p': 2, 'weights': 'uniform'}",13,kd_tree,uniform,2
0.9001943634596696,"{'algorithm': 'kd_tree', 'n_neighbors': 13, 'p': 2, 'weights': 'distance'}",13,kd_tree,distance,2
0.9076868378013228,"{'algorithm': 'kd_tree', 'n_neighbors': 14, 'p': 1, 'weights': 'uniform'}",14,kd_tree,uniform,1
0.8984190191756145,"{'algorithm': 'kd_tree', 'n_neighbors': 14, 'p': 1, 'weights': 'distance'}",14,kd_tree,distance,1
0.9076868378013228,"{'algorithm': 'kd_tree', 'n_neighbors': 14, 'p': 2, 'weights': 'uniform'}",14,kd_tree,uniform,2
0.896766929768423,"{'algorithm': 'kd_tree', 'n_neighbors': 14, 'p': 2, 'weights': 'distance'}",14,kd_tree,distance,2
0.9035803171442793,"{'algorithm': 'kd_tree', 'n_neighbors': 15, 'p': 1, 'weights': 'uniform'}",15,kd_tree,uniform,1
0.8970892886771432,"{'algorithm': 'kd_tree', 'n_neighbors': 15, 'p': 1, 'weights': 'distance'}",15,kd_tree,distance,1
0.9035803171442793,"{'algorithm': 'kd_tree', 'n_neighbors': 15, 'p': 2, 'weights': 'uniform'}",15,kd_tree,uniform,2
0.8936831875607385,"{'algorithm': 'kd_tree', 'n_neighbors': 15, 'p': 2, 'weights': 'distance'}",15,kd_tree,distance,2
0.8823472943184243,"{'algorithm': 'brute', 'n_neighbors': 2, 'p': 1, 'weights': 'uniform'}",2,brute,uniform,1
0.8772168100689754,"{'algorithm': 'brute', 'n_neighbors': 2, 'p': 1, 'weights': 'distance'}",2,brute,distance,1
0.8823472943184243,"{'algorithm': 'brute', 'n_neighbors': 2, 'p': 2, 'weights': 'uniform'}",2,brute,uniform,2
0.8772168100689754,"{'algorithm': 'brute', 'n_neighbors': 2, 'p': 2, 'weights': 'distance'}",2,brute,distance,2
0.887488444855294,"{'algorithm': 'brute', 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",3,brute,uniform,1
0.8819123468202612,"{'algorithm': 'brute', 'n_neighbors': 3, 'p': 1, 'weights': 'distance'}",3,brute,distance,1
0.887488444855294,"{'algorithm': 'brute', 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",3,brute,uniform,2
0.8819123468202612,"{'algorithm': 'brute', 'n_neighbors': 3, 'p': 2, 'weights': 'distance'}",3,brute,distance,2
0.8932126857711726,"{'algorithm': 'brute', 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}",4,brute,uniform,1
0.8856763611367893,"{'algorithm': 'brute', 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}",4,brute,distance,1
